#	Id	ClassId	NameStringId	LevelDesignGroupId		MissionGroupPresetId	MissionGrooupIndex					MissionLV		UIDisplayType	CanReDoThisMission	RegularMissonPresetId	ChildrenMissionPresetId1	ChildrenMissionPresetId2	ChildrenMissionPresetId3	ChildrenMissionPresetId4	LevelDesignID	MainID	SubID	StartMissionScript 	EndMissionScript	BelongToMissionId	MissionItemIdOnAcceptMission1	MissionItemCountOnAcceptMission1	MissionItemIdOnAcceptMission2	MissionItemCountOnAcceptMission2	MissionItemIdOnAcceptMission3	MissionItemCountOnAcceptMission3	MissionItemIdOnAcceptMission4	MissionItemCountOnAcceptMission4	AcceptMissionNPCID		AcceptMissionLevelDesignId		ReturnMissionNPCID	ReturnMissionPosition		ReturnMissionLevelDesignId		CompleteMissionCausalityStringStartId	CompleteMissionCausalityStringEndId	MissionTargetStringId	MissionTargetLevelDesignId	MissionTargetPosition	MissionDescStringID	AcceptConversationID	UnFinishMissionAcceptID	UnFinishMissionReturnID	ReturnConversationID	RewardExp			RewardGP	RewardPrestige	RewardSkillId	RewardLimit	RewardID1	RewardCount1	RewardRate1	RewardID2	RewardCount2	RewardRate2	RewardID3	RewardCount3	RewardRate3	RewardID4	RewardCount4	RewardRate4	RewardID5	RewardCount5	RewardRate5	Visible	GfxId	AutoShare	bMainMission							
#	Id																																																									30%																						21					20	
#	Id	Class 編號	名稱StringID	關卡群組	任務名稱（10字）	屬於哪一個任務群組	在任務群組的第幾個順位	所在關卡(動物城)	任務類型	人數類型	重接	任務樹承接等級顯示	任務難度等級	UI顯示類別	是否可以重覆解	制式任務追蹤編號	附屬子任務1	附屬子任務2	附屬子任務3	附屬子任務4	開啟LevelDesign	主標記	副標記	開始Script	結束Script 	"所屬任務
(步驟)"	承接任務時獲得的物品編號1	承接任務時獲得的物品數量1	承接任務時獲得的物品編號2	承接任務時獲得的物品數量2	承接任務時獲得的物品編號3	承接任務時獲得的物品數量3	承接任務時獲得的物品編號4	承接任務時獲得的物品數量4	接任務NPC	接任務NPC	接任務地點	接任務地點	還任務NPC	"任務追蹤
還任務NPC座標"	還任務NPC	還任務地點	還任務地點	任務目標String起始編號	任務目標String結尾編號	"任務追蹤
任務對象String"	"任務追蹤
對象所在關卡"	"任務追蹤
對象座標"	任務描述	接任務對話	任務提示(接取NPC)	任務提示(回報NPC)	還任務對話	獎勵Exp	修正以前獎勵Exp	任務種類備註	獎勵 GP	獎勵聲望	獎勵 技能	獎勵物品數量上限	"獎勵1物品
裝備飾品"	獎勵1數量	獎勵1機率	"獎勵2物品
藥水"	獎勵2數量	獎勵2機率	"獎勵3物品
武卷卷軸"	獎勵3數量	獎勵3機率	"獎勵4物品
防卷卷軸"	獎勵4數量	獎勵4機率	"獎勵5物品
傳卷復活"	獎勵5數量	獎勵5機率	顯示	圖檔	自動分享	主線與否	任務所需時間(秒)	目標怪物EXP	怪物擊殺目標隻數	殺夠怪物須過關次數	單級關卡GP參考	獎勵GP計算	原始排序
	595	9300	2000594	1001	[隊伍]打擊惡霸第三回	0	0	彪城野外3	重複：殺怪數	1	是	42	42	0	1	595						595	0												40127	彪城村長	1017	彪城野外3	40127	749 -2 480	彪城村長	1017	彪城野外3	8000594	8000594	3300093	1017	7928 -3 663	8010595	8021293	8021294		8021295	79590	113075	隊伍	6442	23877		1	30103	150	10000																	180	"5,306"	50				375
	596	9300	2000595	1001	[隊伍]收集正極能源	0	0	彪城野外4	重複：撿物品	1	是	44	44	0	1	596						596	0		Mission450End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000595	8000595	3300097	1018	4843 0 -128	8010596	8021311	8021312		8021313	84480	121625	隊伍	6931	25344		1	30103	150	10000																	180	"5,632"	50				376
	597	9300	2000596	1001	[隊伍]收集負極能源	0	0	彪城野外4	重複：撿物品	1	是	44	44	0	1	597						597	0		Mission451End										40129	王老五	1018	彪城野外4	40129	300 5 138	王老五	1018	彪城野外4	8000596	8000596	3300098	1018	7874 1 389	8010597	8021314	8021315		8021316	84480	121625	隊伍	6931	25344		1	30103	150	10000																	180	"5,632"	50				377
	598	9300	2000597	1001	[隊伍]被奪走的畫筆	0	0	駱駝野外1	重複：殺怪數	1	是	34	37	0	1	598						598	0												40057	寫生駱駝	1007	駱駝野外1	40057	2393 0 3335	寫生駱駝	1007	駱駝野外1	8000597	8000597	3300029	1007	7343 -0 592	8010598	8020862	8020863		8020864	62610	86725	隊伍	4901	18783		1	30103	100	10000																	180	"4,174"	50				378
	599	9300	2000598	1001	[隊伍]力量的追尋者	0	0	駱駝野外2	重複：殺怪數	1	是	39	41	0	1	599						599	0												40060	倒立村民	1008	駱駝城野外2	40060	1550 -6 135	倒立村民	1008	駱駝城野外2	8000598	8000598	3300032	1008	6403 -0 -217	8010599	8020890	8020891		8020892	142020	186075	隊伍	6206	42606		1	30103	150	10000																	180	"9,468"	50				379
	600	9300	2000599	1001	[隊伍]打倒惡劣盜匪	0	0	駱駝野外3	重複：殺怪數	1	是	42	44	0	1	600						600	0		Mission600End										40132	領隊滬三娘	1019	駱駝城野外3	40132	5267 0 1931	領隊滬三娘	1019	駱駝城野外3	8000599	8000599	3300103	1019	6100 0 0	8010600	8021374	8021375		8021376	100500	128600	隊伍	6931	30150		1	30103	150	10000																	180	"6,700"	50				380
	601	9300	2000600	1001	[隊伍]持續救助	0	0	駱駝野外4	重複：殺怪數	1	是	42	44	0	1	601						601	0												40133	倒立大師	1020	駱駝城野外4	40133	415 0 890	倒立大師	1020	駱駝城野外4	8000600	8000600	3300106	1020	100 0 500	8010601	8021418	8021419		8021420	84480	118775	隊伍	6931	25344		1	30103	150	10000																	180	"5,632"	50				381
	602	9300	2000601	1001	[隊伍]協助製作解毒劑	0	0	駱駝野外4	重複：殺怪數	1	是	43	45	0	1	602						602	0												40134	蠍毒專家	1020	駱駝城野外4	40134	2485 -0 2144	蠍毒專家	1020	駱駝城野外4	8000601	8000601	3300108	1020	1953 0 3447	8010602	8021421	8021422		8021423	89880	128775	隊伍	7184	26964		1	30103	150	10000																	180	"5,992"	50				382
	603	9300	2000602	1001	[隊伍]破壞鷹族資源	0	0	鷹城野外1	重複：殺怪數	1	是	45	46	0	1	603						603	0												40062	蝴蝶	1011	鷹城野外1	40062	5477 99 1737	蝴蝶	1011	鷹城野外1	8000602	8000602	3300060	1011	2400 100 2693	8010603	8020908	8020909		8020910	95430	135625	隊伍	8032	28629		1	30103	200	10000																	180	"6,362"	50				383
	604	9300	2000603	1001	[隊伍]禿頭祖傳配方	0	0	鷹城野外2	重複：殺怪數	1	是	48	50	0	1	604						604	0		Mission604End										40065	史雲健	1012	鷹城野外2	40065	8163 0 1378	史雲健	1012	鷹城野外2	8000603	8000603	3300039	1012	6919 0 497	8010604	8020938	8020939		8020940	102390	145575	隊伍	9190	30717		1	30103	200	10000																	180	"6,826"	50				384
	605	9300	2000604	1001	[隊伍]禿頭獨家配方	0	0	鷹城野外2	重複：殺怪數	1	是	49	51	0	1	605						605	0		Mission605End										40065	史雲健	1012	鷹城野外2	40065	8163 0 1378	史雲健	1012	鷹城野外2	8000604	8000604	3300040	1012	8398 150 3492	8010605	8020941	8020942		8020943	168255	238825	隊伍	10241	50477		1	30103	250	10000																	180	"11,217"	50				385
	606	9300	2000605	1001	[隊伍]訓練桃子鸚鵡	0	0	鷹城野外3	重複：殺怪數	1	是	50	52	0	1	606						606	0												40142	鸚鵡訓練官	1023	鷹城野外3	40142	1748 -0 1409	鸚鵡訓練官	1023	鷹城野外3	8000605	8000605	3300121	1023	1539 0 597	8010606	8021483	8021484		8021485	114210	164025	隊伍	10570	34263		1	30103	250	10000																	180	"7,614"	50				386
	607	9300	2000606	1001	[隊伍]掃蕩間諜	0	0	鷹城野外3	重複：殺怪數	1	是	50	52	0	1	607						607	0												40142	鸚鵡訓練官	1023	鷹城野外3	40142	1748 -0 1409	鸚鵡訓練官	1023	鷹城野外3	8000606	8000606	3300122	1023	690 99 2405	8010607	8021486	8021487		8021488	117930	169475	隊伍	10570	35379		1	30103	250	10000																	180	"7,862"	50				387
	608	9300	2000607	1001	[隊伍]打倒偽裝鸚鵡	0	0	鷹城野外3	重複：殺怪數	1	是	52	54	0	1	608						608	0												40142	鸚鵡訓練官	1023	鷹城野外3	40142	1748 -0 1409	鸚鵡訓練官	1023	鷹城野外3	8000607	8000607	3300124	1023	5080 99 1391	8010608	8021489	8021490		8021491	192060	275125	隊伍	11253	57618		1	30103	250	10000																	180	"12,804"	50				388
	609	9300	2000608	1001	[隊伍]熄燈行動	0	0	鷹城野外4	重複：殺怪數	1	是	54	56	0	1	609						609	0												40145	討逆關勝	1024	鷹城野外4	40145	2450 -0 614	討逆關勝	1024	鷹城野外4	8000608	8000608	3300129	1024	3788 150 2672	8010609	8021525	8021526		8021527	201690	298450	隊伍	12909	60507		1	30103	300	10000																	180	"13,446"	50				389
	610	9300	2000609	1001	[隊伍]改善身體健康	0	0	貓城野外1	重複：殺怪數	1	是	46	46	0	1	610						610	0												40069	快樂貓	1009	貓城野外1	40069	297 0 229	快樂貓	1009	貓城野外1	8000609	8000609	3300036	1009	2856 200 3401	8010610	8020971	8020972		8020973	92040	133575	隊伍	8032	27612		1	30103	200	10000																	180	"6,136"	50				390
	611	9300	2000610	1001	[隊伍]改善憂鬱現況	0	0	貓城野外1	重複：殺怪數	1	是	46	46	0	1	611						611	0												40069	快樂貓	1009	貓城野外1	40069	297 0 229	快樂貓	1009	貓城野外1	8000610	8000610	3300045	1009	5300 -150 860	8010611	8020974	8020975		8020976	92040	130775	隊伍	8032	27612		1	30103	200	10000																	180	"6,136"	50				391
	612	9300	2000611	1001	[隊伍]空虛、寂寞、還有點冷	0	0	貓城野外2	重複：殺怪數	1	是	47	47	0	1	612						612	0												40072	雪女	1010	貓城野外2	40072	7178 0 773	雪女	1010	貓城野外2	8000611	8000611	3300059	1010	2987 -99 2409	8010612	8020986	8020987		8020988	95430	135625	隊伍	8311	28629		1	30103	200	10000																	180	"6,362"	50				392
	613	9300	2000612	1001	[隊伍]打擊獵人拯救白熊	0	0	貓城野外3	重複：殺怪數	1	是	50	50	0	1	613						613	0												40139	北鼻熊	1021	貓城野外3	40139	2531 -0 2007	北鼻熊	1021	貓城野外3	8000612	8000612	3300113	1021	1481 0 2574	8010613	8021552	8021553		8021554	110490	162125	隊伍	9190	33147		1	30103	200	10000																	180	"7,366"	50				393
	614	9300	2000613	1001	[隊伍]打擊射手拯救白熊	0	0	貓城野外3	重複：殺怪數	1	是	51	51	0	1	614						614	0												40139	北鼻熊	1021	貓城野外3	40139	2532 -0 2007	北鼻熊	1021	貓城野外3	8000613	8000613	3300114	1021	4318 0 2088	8010614	8021555	8021556		8021557	108360	167625	隊伍	10241	32508		1	30103	250	10000																	180	"7,224"	50				394
	615	9300	2000614	1001	[隊伍]雪橇犬需求	0	0	貓城野外4	重複：殺怪數	1	是	53	53	0	1	615						615	0												40070	愛死寂寞人	1022	貓城野外4	40070	3664 -0 230	愛死寂寞人	1022	貓城野外4	8000614	8000614	3300118	1022	6030 0 199	8010615	8021433	8021434		8021435	90615	168875	隊伍	10907	27185		1	30103	250	10000																	180	"6,041"	50				395
	616	9300	2000615	1001	[隊伍]雪女不理人	0	0	貓城野外4	重複：殺怪數	1	是	54	54	0	1	616						616	0												40070	愛死寂寞人	1022	貓城野外4	40072	6358 0 1952	雪女	1022	貓城野外4	8000615	8000615	3300119	1022	4292 99 1743	8010616	8021442	8021443	8021443	8021444	194985	281950	隊伍	11253	58496		1	30103	250	10000																	180	"12,999"	50				396
	662	9300	2000662	1005	找回偽裝眼鏡	16	4	彪城野外1	不重複：支線	1	否	36	35	0	0	662						662	0		Mission662End										40051	彪仔	1005	彪城野外1	40051	3658 0 116	彪仔	1005	彪城野外1	8000662	8000662	3300023	1005	2116 -99 -302	8010662	8020684	8020685		8020686	17060	63420	打怪	12054	11942		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					260	"3,412"	10				397
	663	9300	2000663	1005	失蹤的小彪仔	17	1	彪城野外2	不重複：支線其他（對話、跑腿）	0	否	37	37	0	0	663						663	0	Mission663Start											40055	彪城村民	1006	彪城野外2	40053	4012 -1 156	小彪仔	1006	彪城野外2	8000663	8000663	3200051			8010663	8020687	8020688		8020689	16179	21235	對話	1634	11325																						30	0	0				398
	664	9300	2000664	1005	請帶我回家	17	2	彪城野外2	不重複：支線其他（對話、跑腿）	0	否	37	37	0	0	664						664	0	Mission664Start											40053	小彪仔	1006	彪城野外2	40055	809 -0 179	彪城村民	1006	彪城野外2	8000664	8000664	3200053			8010664	8020690	8020691		8020692	16179	21235	對話	1634	11325																						30	0	0				399
	665	9300	2000665	1005	彪族的由來	17	3	彪城野外2	不重複：支線其他（對話、跑腿）	0	否	37	37	0	0	665						665	0	Mission665Start											40055	彪城村民	1006	彪城野外2	40055	809 -0 179	彪城村民	1006	彪城野外2	8000665	8000665	3200053			8010665	8020693			8020695	16179	21235	對話	1634	11325																						30	0	0				400
	666	9300	2000666	1005	壞心眼的爸爸	17	4	彪城野外2	不重複：支線	1	否	38	38	0	0	666						666	0												40055	彪城村民	1006	彪城野外2	40055	809 -0 179	彪城村民	1006	彪城野外2	8000666	8000666	3300021	1006	4899 0 1783	8010666	8020696	8020697		8020698	65370	223500	打怪	13618	45759		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					240	"4,358"	30				401
	667	9300	2000667	1005	兇暴的媽媽	17	5	彪城野外2	不重複：支線	1	否	38	38	0	0	667						667	0												40055	彪城村民	1006	彪城野外2	40055	809 -0 179	彪城村民	1006	彪城野外2	8000667	8000667	3300026	1006	7790 0 390	8010667	8020699	8020700		8020701	65370	217500	打怪	15887	45759		2	30002	5	5000	30008	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					280	"4,358"	30				402
	669	9300	2000669	1005	偵查情報第一回	30	1	鷹城野外1	不重複：支線其他（對話、跑腿）	0	否	45	47	0	0	669						669	0	Mission669Start											40061	駱駝偵察兵	1011	鷹城野外1	40061	513 -0 167	駱駝偵察兵	1011	鷹城野外1	8000669	8000669	3200060			8010669	8020899			8020901	25249	33206	對話	2770	17674																						30	0	0				403
	670	9300	2000670	1005	找到間諜	30	2	鷹城野外1	不重複：支線	1	否	45	47	0	0	670						670	0												40061	駱駝偵察兵	1011	鷹城野外1	40062	5476 99 1737	蝴蝶	1011	鷹城野外1	8000670	8000670	3300038	1011	2595 0 77	8010670	8020902	8020903	8020903	8020904	92040	313860	打怪	41553	64428		2	30003	5	5000	30009	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					450	"6,136"	30				404
	671	9300	2000671	1005	偵查情報第二回	30	3	鷹城野外1	不重複：支線其他（對話、跑腿）	0	否	45	47	0	0	671						671	0	Mission671Start											40062	蝴蝶	1011	鷹城野外1	40062	5476 99 1737	蝴蝶	1011	鷹城野外1	8000671	8000671	3200061			8010671	8020905			8020907	25249	33206	對話	2770	17674																						30	0	0				405
	672	9300	2000672	1005	破壞鷹族資源	30	4	鷹城野外1	不重複：支線	1	否	45	46	0	0	672						672	0												40062	蝴蝶	1011	鷹城野外1	40062	5477 99 1737	蝴蝶	1011	鷹城野外1	8000672	8000672	3300060	1011	2400 100 2693	8010672	8020908	8020909		8020910	95430	325500	打怪	48189	66801		2	30003	5	5000	30009	5	5000	30022	1	5000	30023	1	5000	30027	1	5000					540	"6,362"	30				406
	673	9300	2000673	1005	偵查情報第三回	30	5	鷹城野外1	不重複：支線其他（對話、跑腿）	0	否	45	46	0	0	673						673	0	Mission673Start											40062	蝴蝶	1011	鷹城野外1	40062	5478 99 1737	蝴蝶	1011	鷹城野外1	8000673	8000673	3200061			8010673	8020911			8020913	24359	32021	對話	2677	17051																						30	0	0				407
	689	9300	2000689	1005	走失的小象	9	1	象城野外1	不重複：支線其他（對話、跑腿）	0	否	20	20	0	0	689	690					689	0	Mission689Start											40035	象城村民	1003	象城野外1	40035	154 0 225	象城村民	1003	象城野外1	8000689	8000689	3200031	1003	5883 150 892	8010689	8020747	8020748		8020749	10777	7011	對話(包任務)	975	7544		1	30002	3	9000	30008	1	3000	30022	1	1000	30023	1	1000	30029	1	3000					30	0	0				408
	690	9300	2000690	1005	發現小象！	9	2	象城野外1	不重複：支線其他（對話、跑腿）	0	否	20	20	0	0	690						690	0	Mission690Start	Mission690End										40037	小象寶貝	1003	象城野外1	40035	154 0 225	象城村民	1003	象城野外1	8000690	8000690	3200029			8010690	8020750	8020751		8020752	10777	7011	對話	975	7544																						30	0	0				409
	693	9300	2000693	1005	山總有詩詩	10	1	象城野外2	不重複：支線其他（對話、跑腿）	0	否	25	25	0	0	693						693	0	Mission693Start											40044	山總	1004	象城野外2	40040	10273 99 2951	詩詩	1004	象城野外2	8000693	8000693	3200034			8010693	8020759	8020760		8020761	10709	10508	對話	965	7496																						30	0	0				410
	694	9300	2000694	1005	詩詩有山總	10	2	象城野外2	不重複：支線其他（對話、跑腿）	0	否	25	25	0	0	694						694	0	Mission694Start											40040	詩詩	1004	象城野外2	40044	2684 99 4002	山總	1004	象城野外2	8000694	8000694	3200039			8010694	8020762	8020763		8020764	10709	10508	對話	965	7496																						30	0	0				411
	695	9300	2000695	1005	帶回大寶	11	1	象城野外2	不重複：支線其他（對話、跑腿）	0	否	26	26	0	0	695						695	0	Mission695Start											40042	孩子的媽	1004	象城野外2	40045	10222 -0 668	大寶	1004	象城野外2	8000695	8000695	3200040			8010695	8020765	8020766		8020767	10672	11152	對話	1036	7470																						30	0	0				412
	696	9300	2000696	1005	帶回二寶	11	2	象城野外2	不重複：支線其他（對話、跑腿）	0	否	26	26	0	0	696						696	0	Mission696Start											40045	大寶	1004	象城野外2	40046	7849 99 1451	二寶	1004	象城野外2	8000696	8000696	3200041			8010696	8020768	8020769		8020770	10672	11152	對話	1036	7470																						30	0	0				413
	697	9300	2000697	1005	帶回三寶	11	3	象城野外2	不重複：支線其他（對話、跑腿）	0	否	26	26	0	0	697						697	0	Mission697Start											40046	二寶	1004	象城野外2	40047	7301 -0 266	三寶	1004	象城野外2	8000697	8000697	3200042			8010697	8020771	8020772		8020773	10672	11152	對話	1036	7470																						30	0	0				414
	698	9300	2000698	1005	媽我回來了	11	4	象城野外2	不重複：支線其他（對話、跑腿）	0	否	26	26	0	0	698						698	0	Mission698Start											40047	三寶	1004	象城野外2	40042	10437 100 2410	孩子的媽	1004	象城野外2	8000698	8000698	3100018			8010698	8020774	8020775		8020776	10672	11152	結尾	1036	7470		1	30002	3	9000	30008	1	5000	30022	1	3000	30023	1	3000	30029	1	3000					30	0	0				415
#關卡																																																																																						416
	701	9300	2500001		出征！兔城平原戰(Lv1)	0	0	兔子城 1		X	是		1~5	0							4	701	0																					8050001	8050004																																									417
	702	9300	2500002		神祕迴旋林之戰	0	0	兔子城 3		X	是		12~15	0							5	702	0																					8050005	8050008																																									418
	703	9300	2500003		迷霧谷之戰	0	0	兔子城 1		X	是		13~16	0							6	703	0																					8050009	8050012																																									419
	704	9300	2500004		突破！兔王領域攻入戰	0	0	兔子城 3		X	是		17~21	0							7	704	0																					8050013	8050016																																									420
	705	9300	2500005		村長的求救	0	0	兔子城 2		X	是		5~8	0							8	705	0																					8050017	8050020																																									421
	706	9300	2500006		密林裡的大仙	0	0	兔子城 4		X	是		8~11	0							9	706	0																					8050021	8050024																																									422
	707	9300	2500007		迷霧的逆襲	0	0	兔子城 2		X	是		17~20	0							10	707	0																					8050025	8050028																																									423
	708	9300	2500008		兔城攻防會戰	0	0	兔子城 4		X	是		22~25	0							11	708	0																					8050029	8050032																																									424
	709	9300	2500009		Boss戰~決勝兔王要塞	0	0	兔子城 5		X	是		22~25	0							12	709	0																					8050033	8050036																																									425
	710	9300	2500010		酷熱谷的磨練	0	0	大象城 1		X	是		21~23	0							17	710	0																					8050053	8050056																																									426
	711	9300	2500011		泥漿山城戰	0	0	大象城 3		X	是		28~32	0							18	711	0																					8050057	8050060																																									427
	712	9300	2500012		神木密林追擊戰	0	0	大象城 1		X	是		25~27	0							19	712	0																					8050061	8050064																																									428
	713	9300	2500013		城外高原急襲戰	0	0	大象城 3		X	是		38~40	0							20	713	0																					8050065	8050068																																									429
	714	9300	2500014		城門內遊擊戰	0	0	大象城 2		X	是		38~42	0							21	714	0																					8050069	8050072																																									430
	715	9300	2500015		過5關斬6將之戰	0	0	大象城 4		X	是		40~43	0							22	715	0																					8050073	8050076																																									431
	716	9300	2500016		潛入戰	0	0	大象城 2		X	是		31~34	0							23	716	0																					8050077	8050080																																									432
	717	9300	2500017		風管房的坦克大戰	0	0	大象城 4		X	是		28~32	0							24	717	0																					8050081	8050084																																									433
	718	9300	2500018		收服象王戰	0	0	大象城 5		X	是		32	0							25	718	0																					8050085	8050088																																									434
	719	9300	2500019		生存遊戲	0	0	大象城 1		X	是		37~40	0							26	719	0																					8050089	8050092																																									435
	720	9300	2500020		100挑戰賽	0	0	大象城 2		X	是		39~42	0							27	720	0																					8050093	8050096																																									436
	721	9300	2500021		終點分開挑戰賽	0	0	大象城 3		X	是		41~43	0							28	721	0																					8050097	8050100																																									437
	722	9300	2500022		終點挑戰賽	0	0	大象城 4		X	是		43~46	0							29	722	0																					8050101	8050104																																									438
	723	9300	2500023		坦克隊的淪陷	0	0	彪城1		X	是		38~41	0							30	723	0																					8050105	8050108																																									439
	724	9300	2500024		彪族的地獄火	0	0	彪城2		X	是		42~45	0							31	724	0																					8050109	8050112																																									440
	725	9300	2500025		虎頭山之行	0	0	彪城3		X	是		43~46	0							32	725	0																					8050113	8050116																																									441
	726	9300	2500026		坦克大對決	0	0	彪城4		X	是		39~42	0							33	726	0																					8050117	8050120																																									442
	727	9300	2500027		逃出虎穴	0	0	彪城5		X	是		40~43	0							34	727	0																					8050121	8050124																																									443
	728	9300	2500028		坦克隊長的任務	0	0	彪城6		X	是		37~40	0							35	728	0																					8050125	8050128																																									444
	729	9300	2500029	31	沙丘魔蠍戰	0	0	駱駝城1		X	是		40~43	0							36	729	0																					8050129	8050132																																									445
